class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
[e];8.81;c;d;g;f;e;c;w;18.96;15.65;;;w;;;f;f;;g;a
[e];8.47;c;g;g;f;e;c;w;20.34;18.74;;;w;;;f;f;;d;a
[e];8.23;c;y;g;f;e;c;w;19.1;17.59;;;w;;;f;f;;d;u
[e];7.18;c;g;g;f;e;c;w;17.6;16.56;;;w;;;f;f;;g;s
[e];6.64;c;d;g;f;e;c;w;13.09;14.43;;;w;;;f;f;;d;s
[e];8.28;x;d;n;f;e;c;w;11.07;11.23;;;w;;;f;f;;d;a
[e];7.17;f;d;g;f;e;c;w;19.6;15.76;;;w;;;f;f;;d;s
[e];8.6;f;g;g;f;e;c;w;15.23;14.25;;;w;;;f;f;;g;s
[e];7.58;x;d;n;f;e;c;w;15.82;16.6;;;w;;;f;f;;g;u
[e];5.3;x;y;g;f;e;c;w;13.02;13.62;;;w;;;f;f;;g;a
[e];6.5;x;d;g;f;e;c;w;16.1;14.64;;;w;;;f;f;;g;a
[e];9.26;x;d;n;f;e;c;w;15.66;17.66;;;w;;;f;f;;g;a
[e];7.21;c;y;g;f;e;c;w;15.39;15.55;;;w;;;f;f;;g;s
[e];7.27;f;y;n;f;e;c;w;11.2;12.62;;;w;;;f;f;;g;a
[e];6.41;x;d;g;f;e;c;w;14.49;15.29;;;w;;;f;f;;g;s
[e];6.79;c;d;n;f;e;c;w;15.37;15.16;;;w;;;f;f;;d;s
[e];9.34;c;y;n;f;e;c;w;17.5;16.7;;;w;;;f;f;;d;s
[e];7.71;c;y;n;f;e;c;w;16.07;14.52;;;w;;;f;f;;g;a
[e];8.98;x;d;n;f;e;c;w;16.76;16.86;;;w;;;f;f;;g;a
[e];6.52;x;y;g;f;e;c;w;15.89;12.3;;;w;;;f;f;;g;u
[e];7.28;f;d;g;f;e;c;w;13.28;15.16;;;w;;;f;f;;g;u
[e];5.68;x;y;g;f;e;c;w;10.33;11.96;;;w;;;f;f;;d;u
[e];8.31;f;y;g;f;e;c;w;14.14;14.72;;;w;;;f;f;;d;s
[e];8.93;f;g;g;f;e;c;w;18.33;15.63;;;w;;;f;f;;d;u
[e];7.14;c;d;n;f;e;c;w;13.99;13.87;;;w;;;f;f;;d;u
[e];7.92;x;d;n;f;e;c;w;14.93;15.85;;;w;;;f;f;;d;s
[e];6.85;x;d;g;f;e;c;w;15.76;15.32;;;w;;;f;f;;d;a
[e];6.95;f;y;g;f;e;c;w;16.31;17.22;;;w;;;f;f;;g;a
[e];7.65;x;y;g;f;e;c;w;16.74;16.12;;;w;;;f;f;;d;s
[e];8.54;f;g;g;f;e;c;w;18.38;16.21;;;w;;;f;f;;g;s
[e];8.07;c;y;n;f;e;c;w;16.98;14.7;;;w;;;f;f;;d;s
[e];6.86;c;g;g;f;e;c;w;15.47;15.15;;;w;;;f;f;;g;u
[e];7.3;x;g;g;f;e;c;w;17.12;14.38;;;w;;;f;f;;d;s
[e];6.64;f;d;g;f;e;c;w;14.79;15.42;;;w;;;f;f;;g;a
[e];6.26;c;g;n;f;e;c;w;13.85;14.77;;;w;;;f;f;;g;a
[e];7.71;x;y;g;f;e;c;w;13.97;14.22;;;w;;;f;f;;d;u
[e];7.66;c;d;n;f;e;c;w;13.64;14.64;;;w;;;f;f;;g;s
[e];7.73;c;y;n;f;e;c;w;13.06;12.62;;;w;;;f;f;;d;a
[e];6.79;x;y;g;f;e;c;w;13.18;12.43;;;w;;;f;f;;d;u
[e];7.28;x;d;n;f;e;c;w;13.77;13.22;;;w;;;f;f;;d;s
[e];6.93;x;g;g;f;e;c;w;16.87;17.09;;;w;;;f;f;;d;u
[e];6.85;c;y;n;f;e;c;w;18.07;16.66;;;w;;;f;f;;g;s
[e];6.65;x;y;n;f;e;c;w;14.93;14.07;;;w;;;f;f;;g;a
[e];7.68;x;g;g;f;e;c;w;15.29;16.92;;;w;;;f;f;;g;a
[e];7.28;x;y;g;f;e;c;w;15.45;15.8;;;w;;;f;f;;d;u
[e];6.91;x;d;g;f;e;c;w;13.84;16.02;;;w;;;f;f;;g;u
[e];8.11;c;y;n;f;e;c;w;15.31;11.97;;;w;;;f;f;;d;u
[e];7.27;x;y;g;f;e;c;w;11.9;13.24;;;w;;;f;f;;g;u
[e];6.85;c;y;n;f;e;c;w;15.13;14.93;;;w;;;f;f;;g;a
[e];8.38;f;y;n;f;e;c;w;17.44;17.02;;;w;;;f;f;;g;u
[e];7.52;c;y;n;f;e;c;w;15.31;15.49;;;w;;;f;f;;d;a
[e];8.41;c;g;g;f;e;c;w;17.8;17.2;;;w;;;f;f;;d;s
[e];7.7;c;y;g;f;e;c;w;16.88;15.47;;;w;;;f;f;;g;u
[e];7.79;x;y;n;f;e;c;w;17.9;18.0;;;w;;;f;f;;d;s
[e];7.71;x;d;g;f;e;c;w;14.96;14.71;;;w;;;f;f;;d;a
[e];6.23;c;y;n;f;e;c;w;10.63;13.4;;;w;;;f;f;;g;s
[e];6.6;f;g;g;f;e;c;w;14.59;13.01;;;w;;;f;f;;g;s
[e];6.59;f;g;n;f;e;c;w;14.0;14.13;;;w;;;f;f;;g;a
[e];7.42;c;g;n;f;e;c;w;15.11;13.93;;;w;;;f;f;;d;s
[e];7.73;x;y;g;f;e;c;w;12.36;13.27;;;w;;;f;f;;d;a
[e];8.49;f;d;n;f;e;c;w;17.15;15.54;;;w;;;f;f;;d;u
[e];8.4;c;y;n;f;e;c;w;15.27;16.16;;;w;;;f;f;;d;u
[e];7.93;f;d;n;f;e;c;w;12.02;16.15;;;w;;;f;f;;g;u
[e];6.9;x;g;n;f;e;c;w;15.06;14.27;;;w;;;f;f;;g;u
[e];6.68;c;d;g;f;e;c;w;16.01;13.24;;;w;;;f;f;;d;u
[e];5.77;f;g;g;f;e;c;w;10.53;10.54;;;w;;;f;f;;g;a
[e];8.89;x;g;n;f;e;c;w;16.65;15.59;;;w;;;f;f;;d;a
[e];8.12;c;y;n;f;e;c;w;16.9;15.62;;;w;;;f;f;;g;s
[e];7.62;c;g;n;f;e;c;w;13.85;11.84;;;w;;;f;f;;g;s
[e];6.79;f;g;n;f;e;c;w;14.58;12.4;;;w;;;f;f;;d;u
[e];5.99;f;g;n;f;e;c;w;14.69;13.9;;;w;;;f;f;;d;u
[e];8.39;f;d;g;f;e;c;w;16.08;17.38;;;w;;;f;f;;d;u
[e];7.55;f;y;n;f;e;c;w;18.85;17.78;;;w;;;f;f;;d;s
[e];7.95;c;g;n;f;e;c;w;14.5;15.07;;;w;;;f;f;;d;u
[e];7.19;x;g;n;f;e;c;w;19.91;16.62;;;w;;;f;f;;g;a
[e];7.37;x;y;g;f;e;c;w;16.51;17.6;;;w;;;f;f;;g;a
[e];6.89;c;y;n;f;e;c;w;16.26;12.82;;;w;;;f;f;;d;u
[e];7.23;x;d;n;f;e;c;w;14.76;17.07;;;w;;;f;f;;g;u
[e];7.74;f;g;n;f;e;c;w;14.2;15.5;;;w;;;f;f;;g;a
[e];7.54;c;d;g;f;e;c;w;13.87;15.42;;;w;;;f;f;;g;s
[e];7.32;f;g;g;f;e;c;w;12.33;13.88;;;w;;;f;f;;g;s
[e];8.49;f;y;n;f;e;c;w;18.16;17.12;;;w;;;f;f;;d;s
[e];7.99;c;d;g;f;e;c;w;13.86;14.69;;;w;;;f;f;;g;s
[e];7.35;f;d;n;f;e;c;w;12.09;13.45;;;w;;;f;f;;g;a
[e];8.27;f;g;g;f;e;c;w;12.0;13.51;;;w;;;f;f;;d;s
[e];7.47;c;y;n;f;e;c;w;11.22;13.92;;;w;;;f;f;;g;a
[e];7.55;x;y;g;f;e;c;w;14.96;15.05;;;w;;;f;f;;d;s
[e];6.15;f;d;n;f;e;c;w;15.97;14.64;;;w;;;f;f;;d;a
